"Kind","Name","Type","NewFilename","CurrentIcon","DataFile"
"NPC","Una Mhiga R.C.","Referral Concierge","UnaMhigaRC.png","star.png","data/catseye_npc_icons.lua"
"NPC","Vennoire R.C.","Referral Concierge","VennoireRC.png","star.png","data/catseye_npc_icons.lua"
"NPC","Keenajaques","CW Trust Quest","Keenajaques.png","Trust.png","data/catseye_npc_icons.lua"
"NPC","Reisle","CW Trust Quest","Reisle.png","Trust.png","data/catseye_npc_icons.lua"
"NPC","Sharara","CW Trust Quest","Sharara.png","Trust.png","data/catseye_npc_icons.lua"
"Object","Lost Present","Holiday Event","LostPresent.png","Box.png","data/catseye_item_icons.lua"
"Object","Sinister Stash","Doubloon Fish Daily","SinisterStash.png","Box.png","data/catseye_item_icons.lua"
"Object","Faded Footprint","CW Armor Quest","FadedFootprint.png","Footprint.png","data/catseye_item_icons.lua"
"Object","Hume Footprint","CW Early Gear","HumeFootprint.png","Footprint.png","data/catseye_item_icons.lua"
"Object","Large Hoofprint","Novice Trial NM","LargeHoofprint.png","Footprint.png","data/catseye_item_icons.lua"
"Object","Mithra Tracks","CW Early Gear","MithraTracks.png","Footprint.png","data/catseye_item_icons.lua"
"Object","Yagudo Tracks","CW Arena Entry","YagudoTracks.png","Footprint.png","data/catseye_item_icons.lua"
"Object","Book of Mastery","Adept Reforging","BookOfMastery.png","QuestionMark.png","data/catseye_item_icons.lua"
"Object","Brittle Rocks","CW Intro Gather","BrittleRocks.png","QuestionMark.png","data/catseye_item_icons.lua"
"Object","Buried Note","HELM Unlock Quest","BuriedNote.png","QuestionMark.png","data/catseye_item_icons.lua"
"Object","Campfire","CW Crafting Buff","Campfire.png","QuestionMark.png","data/catseye_item_icons.lua"
"Object","Crooked Trunk","CW Storage Unlock","CrookedTrunk.png","QuestionMark.png","data/catseye_item_icons.lua"
"Object","Crystal Anomaly","CW Trust Fight","CrystalAnomaly.png","QuestionMark.png","data/catseye_item_icons.lua"
"Object","Crystal Guide","CW Issue Recovery","CrystalGuide.png","QuestionMark.png","data/catseye_item_icons.lua"
"Object","Crystal Guide Book","CW Issue Recovery","CrystalGuideBook.png","QuestionMark.png","data/catseye_item_icons.lua"
"Object","Dangling Root","CW Intro Gather","DanglingRoot.png","QuestionMark.png","data/catseye_item_icons.lua"
"Object","Dirt","System Unlock Quest","Dirt.png","QuestionMark.png","data/catseye_item_icons.lua"
"Object","Dragon Lore","Dragonslaying Merit Storage","DragonLore.png","QuestionMark.png","data/catseye_item_icons.lua"
"Object","Glittering Gift","Holiday Event","GlitteringGift.png","QuestionMark.png","data/catseye_item_icons.lua"
"Object","Loose Branch","CW Intro Gather","LooseBranch.png","QuestionMark.png","data/catseye_item_icons.lua"
"Object","Lost Lockpick","Novice Trial NM","LostLockpick.png","QuestionMark.png","data/catseye_item_icons.lua"
"Object","Lost Needle","Novice Trial NM","LostNeedle.png","QuestionMark.png","data/catseye_item_icons.lua"
"Object","Lost Tongs","Novice Trial NM","LostTongs.png","QuestionMark.png","data/catseye_item_icons.lua"
"Object","Orc Offering","Summit Offering","OrcOffering.png","QuestionMark.png","data/catseye_item_icons.lua"
"Object","Quadav Offering","Summit Offering","QuadavOffering.png","QuestionMark.png","data/catseye_item_icons.lua"
"Object","Shredded Page","EXP Guide Unlock","ShreddedPage.png","QuestionMark.png","data/catseye_item_icons.lua"
"Object","Tattered Page","EXP Guide Unlock","TatteredPage.png","QuestionMark.png","data/catseye_item_icons.lua"
"Object","Torn Page","EXP Guide Unlock","TornPage.png","QuestionMark.png","data/catseye_item_icons.lua"
"Object","Training Supplies","Outpost Unlock Quest","TrainingSupplies.png","QuestionMark.png","data/catseye_item_icons.lua"
"Object","Vantage Point","HELM Unlock Quest","VantagePoint.png","QuestionMark.png","data/catseye_item_icons.lua"
"Object","Yagudo Offering","Summit Offering","YagudoOffering.png","QuestionMark.png","data/catseye_item_icons.lua"
