"kind","name","type","icon","zones","location","note","info","link","worldOffsetY","worldOffsetZ","offsetX","offsetY","anchorBone"
"catseye_npc","Garret","Garrison & Incursion Rewards","Event.png","Ru'Lude Gardens","Ru'Lude Gardens H-9","CatsEyeXI:\n* Exchanges Garrison Points for items.\n* CW: upgrades Garrison Tunica set and Incursion drops.\n* CW: exchanges Incursion Points for items.","","","","","","",""
"catseye_npc","Geppetto","Attachment Fixer","Geppetto.png","Aht Urhgan Whitegate","Aht Urhgan Whitegate I-6","CatsEyeXI:\n* Exchanges incorrectly coded automaton attachments for the correct versions.\n* Corrected attachments can be traded to Tateeya.\n* Does not exchange out-of-era attachments.","","","","","","",""
"catseye_npc","Gobbie Mystery Box","Mystery Box","GobbieMysteryBox.png","","","CatsEyeXI:\n* Opens random rewards using daily Gobbie Box points.\n* New players must wait 14 real-life days before using the box.\n* Special Gobbie Keys can be obtained by exchanging merit points.\n* Crystal Warriors and Wings Era Warriors cannot use this box.","","","","","","",""
"catseye_npc","Goldilox","Daily Rewards","Goldilox.png","Lower Jeuno","Lower Jeuno H-8","CatsEyeXI Dailies:\n* Opens a daily chest after completing 1-5 daily goblin quests.\n* Exchanges Obsidian Fragments for daily point rewards.\n* Rewards vary by game mode.","","","","","","",""
"catseye_npc","Gramateus","Scroll Storage","Gramateus.png","Upper Jeuno","Upper Jeuno F-7, outside the Marble Bridge Eatery","Crystal Warrior:\n* Retrieves scrolls stored in the Ephemeral Box.","","","","","","",""
"catseye_npc","Hermin-Harmon","CW Starting Quest","QuestNPC.png","Windurst Waters","Windurst Waters F-7","Crystal Warrior:\n* Starts quest: Down to Earth.\n* Level 1 Windurst starting quest.","","","","","","",""
"catseye_npc","Huebald","Novice Trials","Event.png","Port San d'Oria","Port San d'Oria H-7","Novice Trials:\n* Starts no-cooldown equipment augment trials.\n* Can transfer completed NQ augments to crafted HQ versions.\n* Trials may be completed on any job.","","","","","","",""
"catseye_npc","Hunter","Weekly Hunt","Hunter.png","Lower Jeuno","Lower Jeuno I-6","I assign a new notorious \nmonster hunt each week.\n\nNew marks arrive after the\nConquest tally.\n\nRare/Ex ammunition may be\nrecovered for a fee.","","","","","","",""
"catseye_npc","Imperial Spy","Incursion Warp","ImperialSpy.png","Al Zahbi","Al Zahbi G-7","Imperial Incursion:\n* Stores trophies required to start Imperial Incursion.\n* Teleports the party to the corresponding Incursion zone.","","","","","","",""
"catseye_npc","Imperial Trader","Incursion Exchange","ImperialTrader.png","Al Zahbi","Al Zahbi F-6, near the West Gate","Imperial Incursion:\n* Exchanges Incursion materials.","","","","","","",""
"catseye_npc","Iron Digger","CW HELM Quest","QuestNPC.png","Zeruhn Mines","Zeruhn Mines J-9","Crystal Warrior:\n* Starts quest: Mining My Business.\n* Level 5 Bastok HELM introduction.","","","","","","",""
"catseye_npc","Iron Wolf","CW Intro Quest","QuestNPC.png","Dangruf Wadi","Dangruf Wadi","A Crystal Prelude:\n* Bastokan starter NPC.\n* Gives a Pickaxe, then asks for material from Brittle Rocks.\n* Starts the intro NM encounter and warps you out after completion.","","","","","","",""
"catseye_npc","Irvina","Salvage Upgrades","Event.png","Aht Urhgan Whitegate","Aht Urhgan Whitegate K-11","CatsEyeXI:\n* Upgrades completed Salvage armor pieces.\n* Base Salvage armor pieces come from Ghanraam; trade all required items at once.\n* See Salvage Level 75 Rewards for required base items.","","","","","","",""
"catseye_npc","Jeuno Envoy","Conquest Item Vendor","Merchant.png","Ru'Lude Gardens","Ru'Lude Gardens H-9, by the fountain","CatsEyeXI:\n* Sells Conquest items regardless of allegiance.\n* Requires the normal rank for each item.\n* Items cost double normal Conquest Points.","","","","","","",""
"catseye_npc","Junknix","Junk Exchange","Junknix.png","Lower Jeuno","Lower Jeuno H-8","CatsEyeXI:\n* Trades unwanted items for gil and Scraps.\n* Talk first to activate, then trade items.\n* Scraps are used in Junknix's shop.","","","","","","",""
"catseye_npc","Keenajaques","CW Trust Quest","Trust.png","Port San d'Oria","Port San d'Oria G-8","Matter of Trust I:\n* San d'Oria level 10 Trust quest giver.\n* Sends you to inspect the Crystal Anomaly in La Theine Plateau (L-8).","","","","","","",""
"catseye_npc","Khartes","HELM Unlock Quest","QuestNPC.png","Selbina","Selbina I-9, Shepherd's Muster","Here Be Dragons:\n* Unlocks mining in Gustav Tunnel.\n* Use the Miner's Helmet in Gustav Tunnel D-11 to spawn Ore Melter, then return.","","","","","","",""
"catseye_npc","Kumop","Letter Moogle","Event.png","Rolanberry Fields","By Fountain of Partings","Mog Vault:\n* Weekly letter moogle / Kupo Nut trade target.\n* Only three letter moogles spawn each week.","","","","","","",""
"catseye_npc","Lanira","Summit Global Buffs","Event.png","Leafallia","","Summit of the Stars:\n* Lets the top linkshell leader activate a server-wide Summit buff.\n* Buffs can be changed every 4 hours and cost Linkshell Points.\n* Only players who completed Summit of the Stars benefit from the buffs.","","","","","","",""
"catseye_npc","Lectilas","Quest NPC","QuestNPC.png","","Upper Jeuno","","","","","","","",""
"catseye_npc","Letheb","System Unlock Quest","QuestNPC.png","Lower Jeuno","Lower Jeuno H-9, Waag-Deeg's Magic shop","Finding Nemosyne:\n* Unlocks Nemosyne's reward recovery services.\n* Collect water in Dragon's Aery G-7, then return.","","","","","","",""
"catseye_npc","Limitrix","Merit Reset","Limitrix.png","Lower Jeuno","Lower Jeuno, goblin shop","CatsEyeXI:\n* WEW-only merit reset service.\n* Resets spent merits once per level-75 job.\n* Can hold refunded merits that exceed your cap.","","","","","","",""
"catseye_npc","Magilox","Venture Registration","QuestGiver.png","Windurst Woods","Windurst Woods K-13","CatsEyeXI Ventures:\n* Registers players for the Goblin Venture Guild.\n* Registration costs 5000 gil.","","","","","","",""
"catseye_npc","Manusiel","CW Early Gear","QuestNPC.png","Selbina","Selbina I-9 / J-9","Crystal Warrior:\n* Starts quests: Helping Hands and Rolling with Punches.\n* Level 20 early gear quests in Selbina.","","","","","","",""
"catseye_npc","Marceo","Fish Rewards","Marceo.png","Norg","Norg H-9","CatsEyeXI:\n* Level 15+ fish reward NPC in Norg (H-9).\n* Trade eligible fish for rewards.","","","","","","",""
"catseye_npc","Mathias","HELM Unlock Quest","QuestNPC.png","Metalworks","Metalworks I-9, Presidential Aide's Office","Thread Bare:\n* Unlocks harvesting in Crawlers' Nest.\n* Investigate the Vantage Point at Crawlers' Nest J-9, then return.","","","","","","",""
"catseye_npc","Megasolus","Quest NPC","QuestNPC.png","","North San d'Oria","","","","","","","",""
"catseye_npc","Mehira","Summit Target Family","Event.png","Leafallia","","Summit of the Stars:\n* Shows the current monster family kill objective.\n* Target families rotate automatically every four hours.","","","","","","",""
"catseye_npc","Mellie","Novice Trials","Event.png","Selbina","Selbina H-7","Novice Trials:\n* Starts no-cooldown equipment augment trials.\n* Can transfer completed NQ augments to crafted HQ versions.\n* Trials may be completed on any job.","","","","","","",""
"catseye_npc","Mild Traveler","Domain Warp","MildTraveler.png","Upper Jeuno","Upper Jeuno Home Point #3","Domain Invasion:\n* Warps level 75 players to the currently active Domain Invasion battle.\n* Same function as Domain Traveler.\n* Warp is free after completing two or more dailies.","","","","","","",""
"catseye_npc","Mimoza","Letter Moogle","Event.png","Ve'Lugannon Palace","Ve'Lugannon Palace H-7","Mog Vault:\n* Weekly letter moogle / Kupo Nut trade target.\n* Enter from Ru'Aun #2, then go to basement via F.","","","","","","",""
"catseye_npc","Mistrix","Goblin Daily","Event.png","Lower Jeuno","Lower Jeuno H-8","CatsEyeXI Dailies:\n* Daily objective: craft and sign a random item.\n* HQ counts, but grants no extra points.\n* Trade gil to reset if the request is too difficult.","","","","","","",""
"catseye_npc","Mnejing","PUP Attachment Shop","Mnejing.png","Aht Urhgan Whitegate","Aht Urhgan Whitegate G-10","CatsEyeXI:\n* Puppetmaster attachment shop.\n* Accepts Puppetmaster AF commission trades.\n* Can complete Corsair AF3 for Corsair's Tricorne.","","","","","","",""
"catseye_npc","Mochos","Mog Vault Quest","Event.png","Newton Movalpolos","Newton Movalpolos G-8","Mog Vault:\n* Initial vault quest moogle.\n* Reach by warping to the mine shaft from Twinkbrix, then working west.","","","","","","",""
"catseye_npc","Moggy","Mog Vault Shop","Event.png","Kazham","","Mog Vault:\n* Starts and completes the initial Mog Vault quest in Kazham (H-9).\n* Opens Moggy's Mogshop after the vault is unlocked.\n* Trades Kupo Kudos for vault expansions and rewards.","","","","","","",""
"catseye_npc","Mogki","Letter Moogle","Event.png","Airship, Bastok - Jeuno","","Mog Vault:\n* Weekly letter moogle / Kupo Nut trade target.\n* Found on the Bastok to Jeuno airship.","","","","","","",""
"catseye_npc","Mogmi","Letter Moogle","Event.png","Sea Serpent Grotto","Sea Serpent Grotto G-10 Map 3","Mog Vault:\n* Weekly letter moogle / Kupo Nut trade target.\n* Through the Mythril Door.","","","","","","",""
"catseye_npc","Mogret","Letter Moogle","Event.png","Yuhtunga Jungle","Yuhtunga Jungle K-7","Mog Vault:\n* Weekly letter moogle / Kupo Nut trade target.\n* Near the Ash Dragon exit from Ifrit's Cauldron.","","","","","","",""
"catseye_npc","Mogrich","Letter Moogle","Event.png","The Eldieme Necropolis","The Eldieme Necropolis E-6 Map 2","Mog Vault:\n* Weekly letter moogle / Kupo Nut trade target.\n* Bottom right of E-6, entrance 7 from Beaucedine Glacier side.","","","","","","",""
"catseye_npc","Mogrika","Letter Moogle","Event.png","Kamihr Drifts","Back of the Domain Invasion arena","Mog Vault:\n* Weekly letter moogle / Kupo Nut trade target.","","","","","","",""
"catseye_npc","Mogryo","Letter Moogle","Event.png","Stellar Fulcrum","","Mog Vault:\n* Weekly letter moogle / Kupo Nut trade target.","","","","","","",""
"catseye_npc","Mogster","Mog Vault Fight","Event.png","Mount Zhayolm","","Mog Vault:\n* Quest fight target in Mount Zhayolm (F-9).\n* Everyone at this quest step should speak to Mogster before the fight starts for credit.","","","","","","",""
"catseye_npc","Mogsy","Letter Moogle","Event.png","Riverne - Site B01","Riverne - Site B01 C-10","Mog Vault:\n* Weekly letter moogle / Kupo Nut trade target.\n* Near the monument.","","","","","","",""
"catseye_npc","Mogtaka","Letter Moogle","Event.png","The Sanctuary of Zi'Tah","The Sanctuary of Zi'Tah I-10","Mog Vault:\n* Weekly letter moogle / Kupo Nut trade target.\n* After exiting via Dragon's Aery.","","","","","","",""
"catseye_npc","Moguel","Letter Moogle","Event.png","Caedarva Mire","Caedarva Mire K-6 Map 1","Mog Vault:\n* Weekly letter moogle / Kupo Nut trade target.\n* Near the rams, via Arrapago Reef exit 6.","","","","","","",""
"catseye_npc","Mogwin","Letter Moogle","Event.png","Morimar Basalt Fields","Back of the Domain Invasion arena","Mog Vault:\n* Weekly letter moogle / Kupo Nut trade target.","","","","","","",""
"catseye_npc","Mois","Letter Moogle","Event.png","Uleguerand Range","North side cave below western ramp","Mog Vault:\n* Weekly letter moogle / Kupo Nut trade target.\n* Slide off the north side of the western ramp to land by the cave.","","","","","","",""
"catseye_npc","Monty","Letter Moogle","Event.png","Jugner Forest","King Arthro area","Mog Vault:\n* Weekly letter moogle / Kupo Nut trade target.","","","","","","",""
"catseye_npc","Moodon","Letter Moogle","Event.png","Airship, San d'Oria - Jeuno","","Mog Vault:\n* Weekly letter moogle / Kupo Nut trade target.\n* Found on the San d'Oria to Jeuno airship.","","","","","","",""
"catseye_npc","Mooel","Letter Moogle","Event.png","The Shrine of Ru'Avitau","Before Mother Globe room","Mog Vault:\n* Weekly letter moogle / Kupo Nut trade target.","","","","","","",""
"catseye_npc","Moonte","Letter Moogle","Event.png","Bostaunieux Oubliette","Bostaunieux Oubliette K-7 Map 2","Mog Vault:\n* Weekly letter moogle / Kupo Nut trade target.\n* In the vampire room.","","","","","","",""
"catseye_npc","Moorock","Letter Moogle","Event.png","Aydeewa Subterrane","Aydeewa Subterrane J-10 Map 2","Mog Vault:\n* Weekly letter moogle / Kupo Nut trade target.\n* Enter via Wajaom Woodlands entrance 9, then follow path I.","","","","","","",""
"catseye_npc","Mopli","Letter Moogle","Event.png","Hall of the Gods","Past Cerulean Gate","Mog Vault:\n* Weekly letter moogle / Kupo Nut trade target.\n* Bottom of the teleporter room.","","","","","","",""
"catseye_npc","Mosco","Letter Moogle","Event.png","Airship, Windurst - Jeuno","","Mog Vault:\n* Weekly letter moogle / Kupo Nut trade target.\n* Found on the Windurst to Jeuno airship.","","","","","","",""
"catseye_npc","Moyeyo","CW Starting Ring","QuestGiver.png","Windurst Woods","Windurst Woods K-11","Crystal Warrior:\n* Starts quest: Give Me a Ring.\n* Rewards Windurstian Ring.\n* Can be completed regardless of allegiance.","","","","","","",""
"catseye_npc","Mozme","Mog Vault Quest","Event.png","Escha - Ru'Aun","Escha - Ru'Aun H-9","Mog Vault:\n* Initial vault quest moogle.\n* Trade an X-Potion, X-Potion +1, +2, or +3.","","","","","","",""
