"kind","name","type","icon","zones","location","note","info","link","worldOffsetY","worldOffsetZ","offsetX","offsetY","anchorBone"
"object","Faded Footprint","Faded Footprint","Footprint.png","","","","","","","","","",""
"object","Fish Trap","Fish Trap","FishTrap.png","","","","","","","","","",""
"object","Footprint","Footprint","Footprint.png","","","","","","","","","",""
"object","Geomagnetic Fount","Geomagnetic Fount","GeomagneticFount.png","","","","","","","","","",""
"object","Harvest Point","Harvest Point","HarvestPoint.png","","","","","","","","","",""
"object","Home Point #1","Home Point","HomePoint1.png","","","","","","","-1.5","40","",""
"object","Home Point #2","Home Point","HomePoint2.png","","","","","","","","55","-210",""
"object","Home Point #3","Home Point","HomePoint3.png","","","","","","","","55","-210",""
"object","Home Point #4","Home Point","HomePoint4.png","","","","","","","","55","-210",""
"object","Home Point #5","Home Point","HomePoint5.png","","","","","","","","55","-210",""
"object","Home Point #6","Home Point","HomePoint6.png","","","","","","","","55","-210",""
"object","Logging Point","Logging Point","LoggingPoint.png","","","","","","","","","",""
"object","Mining Point","Mining Point","MiningPoint.png","","","","","","","","","",""
"object","Monument","Monument","Monument.png","","","","","","","","","",""
"object","Mystic Retriever","Reward Retrieval","Reward.png","Southern San d'Oria","","","","","0","","","",""
"object","Nyzul Isle Staging Point","Nyzul Isle Staging Point","NyzulIsleStagingPoint.png","","","","","","","","","",""
"object","Odyssean Passage","Odyssey Entry","Event.png","Northern San d'Oria","","","","","","","","",""
"object","Planar Rift","Planar Rift","PlanarRift.png","","","","","","","","","",""
"object","Proto-Waypoint","Proto-Waypoint","ProtoWaypoint.png","","","","","","","","","",""
"object","Runic Portal","Runic Portal","RunicPortal.png","","","","","","","","","",""
"object","Sack","Sack","Sack.png","","","","","","","","","",""
"object","Shimmering Circle","Shimmering Circle","ShimmeringCircle.png","","","","","","","","","",""
"object","Signpost","Signpost","Signpost.png","","","","","","","","","",""
"object","Strange Apparatus","Strange Apparatus","StrangeApparatus.png","","","","","","","","","",""
"object","Sturdy Pyxis","Sturdy Pyxis","SturdyPyxis.png","","","","","","","","","",""
"object","Survival Guide","Survival Guide","SurvivalGuide.png","","","","","","","","","",""
"object","Synergy Furnace","Synergy Furnace","craft_01.png","Bastok Markets|Port Bastok|Northern San d'Oria|Southern San d'Oria|Port Windurst|Windurst Waters|Upper Jeuno|Lower Jeuno|Port Jeuno","","","","","0.2","","","",""
"object","Treasure Casket","Treasure Casket","TreasureCasket.png","","","","","","","","","",""
"object","Treasure Chest","Treasure Chest","TreasureChest.png","","","","","","","","","",""
"object","Treasure Coffer","Treasure Coffer","TreasureCoffer.png","","","","","","","","","",""
"object","Veridical Conflux","Veridical Conflux","VeridicalConflux.png","","","","","","","","","",""
"object","Waypoint","Waypoint","Waypoint.png","","","","","","","","","",""
"object","Well","Fresh Water","QuestionMark.png","Southern San d'Oria","","","","","0","","","",""
